id	UNIPROT	geneLength
11722	Q96LT6	810
11723	Q96LT7	1446
11724	Q96LT9	1554
11725	Q96LW1	1839
11726	Q96LW2	1233
11727	Q96LW4	1683
11728	Q96LW7	687
11729	Q96LX7	1869
11730	Q96LX8	1275
11731	Q96LY2	1143
11732	Q96LZ2	1044
11733	Q96LZ3	513
11734	Q96LZ7	1233
11735	Q96M02	2100
11736	Q96M11	900
11737	Q96M27	1338
11738	Q96M29	1458
11739	Q96M32	2172
11740	Q96M61	1032
11741	Q96M63	2013
11742	Q96M69	2478
11743	Q96M83	4158
11744	Q96M86	14262
11745	Q96M89	1998
11746	Q96M91	1545
11747	Q96M94	1815
11748	Q96M95	951
11749	Q96M96	2301
11750	Q96M98	891
11751	Q96MA1	1029
11752	Q96MA6	1440
11753	Q96MC2	2223
11754	Q96MC5	615
11755	Q96MD2	1335
11756	Q96ME1	2418
11757	Q96ME7	1704
11758	Q96MF2	1095
11759	Q96MF7	744
11760	Q96MG2	996
11761	Q96MG7	915
11762	Q96MG8	1074
11763	Q96MH2	861
11764	Q96MI6	813
11765	Q96MK2	2841
11766	Q96MK3	1626
11767	Q96MM3	933
11768	Q96MM6	2061
11769	Q96MM7	1818
11770	Q96MN2	2985
11771	Q96MN5	627
11772	Q96MN9	1023
11773	Q96MP5	2091
11774	Q96MP8	870
11775	Q96MS0	4161
11776	Q96MT3	2496
11777	Q96MT4	384
11778	Q96MT7	5565
11779	Q96MT8	2112
11780	Q96MU5	732
11781	Q96MU6	2190
11782	Q96MU7	2184
11783	Q96MU8	1422
11784	Q96MV1	792
11785	Q96MV8	1014
11786	Q96MW1	675
11787	Q96MW5	1839
11788	Q96MW7	1776
11789	Q96MX0	549
11790	Q96MX3	1857
11791	Q96MX6	1074
11792	Q96MY1	1311
11793	Q96MY7	1944
11794	Q96MZ4	474
11795	Q96N03	615
11796	Q96N11	1350
11797	Q96N16	1881
11798	Q96N21	1578
11799	Q96N46	2313
11800	Q96N58	1773
11801	Q96N64	2268
11802	Q96N66	1419
11803	Q96N67	6423
11804	Q96N76	2031
11805	Q96N77	1317
11806	Q96N95	1008
11807	Q96N96	1959
11808	Q96NA2	1206
11809	Q96NB1	525
11810	Q96NB2	969
11811	Q96NB3	1119
11812	Q96NC0	600
11813	Q96ND0	819
11814	Q96NE9	1869
11815	Q96NG3	2019
11816	Q96NG5	1209
11817	Q96NH3	3774
11818	Q96NJ5	1863
11819	Q96NJ6	1509
11820	Q96NL0	1422
11821	Q96NL1	918
11822	Q96NL3	1767
11823	Q96NL6	2067
11824	Q96NL8	624
11825	Q96NM4	1467
11826	Q96NN9	1818
11827	Q96NR8	951
11828	Q96NS5	1362
11829	Q96NS8	444
11830	Q96NT0	543
11831	Q96NT1	549
11832	Q96NT3	723
11833	Q96NT5	1380
11834	Q96NU1	2046
11835	Q96NW4	3153
11836	Q96NW7	4614
11837	Q96NX5	1431
11838	Q96NY8	1533
11839	Q96NY9	1656
11840	Q96NZ1	1554
11841	Q96NZ8	1647
11842	Q96NZ9	456
11843	Q96P09	711
11844	Q96P11	1290
11845	Q96P16	939
11846	Q96P20	3111
11847	Q96P47	2628
11848	Q96P48	4353
11849	Q96P50	2505
11850	Q96P53	1203
11851	Q96P56	1593
11852	Q96P63	1218
11853	Q96P64	1992
11854	Q96P65	1296
11855	Q96P70	3126
11856	Q96P71	1191
11857	Q96PB7	1437
11858	Q96PC2	1233
11859	Q96PC3	465
11860	Q96PD2	2328
11861	Q96PD5	1731
11862	Q96PD7	1167
11863	Q96PE1	4017
11864	Q96PE2	6192
11865	Q96PE3	2934
11866	Q96PE7	531
11867	Q96PF1	2133
11868	Q96PF2	1077
11869	Q96PJ5	1548
11870	Q96PK6	2010
11871	Q96PL5	1428
11872	Q96PM5	786
11873	Q96PM9	1161
11874	Q96PN7	3603
11875	Q96PN8	807
11876	Q96PP4	828
11877	Q96PP8	1761
11878	Q96PQ0	3480
11879	Q96PQ6	1788
11880	Q96PQ7	2268
11881	Q96PS8	906
11882	Q96PT3	594
11883	Q96PT4	594
11884	Q96PU4	2409
11885	Q96PU5	2928
11886	Q96PU8	1026
11887	Q96PU9	765
11888	Q96PV0	4032
11889	Q96PV4	1347
11890	Q96PV6	2403
11891	Q96PV7	2709
11892	Q96PX1	2040
11893	Q96PX6	1662
11894	Q96PX8	2091
11895	Q96PX9	3816
11896	Q96PY5	3261
11897	Q96PY6	3777
11898	Q96PZ0	1986
11899	Q96PZ2	1836
11900	Q96PZ7	10695
11901	Q96Q04	4383
11902	Q96Q05	3447
11903	Q96Q06	4074
11904	Q96Q07	1839
11905	Q96Q15	10986
11906	Q96Q27	1764
11907	Q96Q35	1338
11908	Q96Q40	1308
11909	Q96Q42	4974
11910	Q96Q45	1227
11911	Q96Q77	564
11912	Q96Q80	708
11913	Q96Q83	861
11914	Q96Q89	5463
11915	Q96QA5	1338
11916	Q96QA6	360
11917	Q96QB1	4587
11918	Q96QC0	2823
11919	Q96QD5	1536
11920	Q96QD8	1521
11921	Q96QD9	957
11922	Q96QE3	5535
11923	Q96QE5	1083
11924	Q96QF0	1431
11925	Q96QG7	1650
11926	Q96QH2	2013
11927	Q96QK1	2391
11928	Q96QK8	300
11929	Q96QP1	3735
11930	Q96QR1	315
11931	Q96QR8	939
11932	Q96QS3	1689
11933	Q96QS6	1158
11934	Q96QT4	5598
11935	Q96QT6	3015
11936	Q96QU6	1506
11937	Q96QU8	3378
11938	Q96QV1	2103
11939	Q96QV6	396
11940	Q96QZ0	1179
11941	Q96QZ7	4476
11942	Q96R05	405
11943	Q96R06	3582
11944	Q96R67	930
11945	Q96R72	948
11946	Q96RA2	939
11947	Q96RD1	939
11948	Q96RD6	2034
11949	Q96RD7	1281
11950	Q96RD9	2934
11951	Q96RE7	1584
11952	Q96RE9	1815
11953	Q96RF0	1887
11954	Q96RG2	3972
11955	Q96RI1	1461
11956	Q96RI9	1047
11957	Q96RJ3	555
11958	Q96RJ6	501
11959	Q96RK0	4827
11960	Q96RK1	555
11961	Q96RK4	1560
11962	Q96RL1	2160
11963	Q96RL7	9525
11964	Q96RN1	2913
11965	Q96RN5	2367
11966	Q96RP7	1461
11967	Q96RP9	2256
11968	Q96RQ1	1134
11969	Q96RQ3	2178
11970	Q96RR1	2055
11971	Q96RR4	1767
11972	Q96RS0	2562
11973	Q96RS6	1752
11974	Q96RT1	4239
11975	Q96RT7	5460
11976	Q96RT8	3075
11977	Q96RU2	3234
11978	Q96RU3	1854
11979	Q96RU7	1077
11980	Q96RU8	1119
11981	Q96RV3	7026
11982	Q96RY5	3810
11983	Q96RY7	4389
11984	Q96S15	2373
11985	Q96S21	846
11986	Q96S37	1662
11987	Q96S38	3201
11988	Q96S42	1044
11989	Q96S44	762
11990	Q96S52	1668
11991	Q96S53	1716
11992	Q96S55	1998
11993	Q96S59	2190
11994	Q96S65	1770
11995	Q96S66	1656
11996	Q96S79	612
11997	Q96S82	1143
11998	Q96S90	684
11999	Q96S94	1563
12000	Q96S96	684
12001	Q96S97	969
12002	Q96S99	840
12003	Q96SB3	2454
12004	Q96SB4	1968
12005	Q96SB8	3276
12006	Q96SD1	2079
12007	Q96SE0	1218
12008	Q96SF7	1809
12009	Q96SI1	852
12010	Q96SI9	2019
12011	Q96SK2	1686
12012	Q96SK3	2091
12013	Q96SL4	564
12014	Q96SM3	2205
12015	Q96SN7	765
12016	Q96SN8	5682
12017	Q96SQ5	1728
12018	Q96SQ7	966
12019	Q96SQ9	1515
12020	Q96SR6	1653
12021	Q96ST2	2460
12022	Q96ST3	3822
12023	Q96ST8	2352
12024	Q96SU4	2211
12025	Q96SW2	1329
12026	Q96SY0	1557
12027	Q96SZ4	2178
12028	Q96SZ5	813
12029	Q96SZ6	1806
12030	Q96T17	2199
12031	Q96T21	2565
12032	Q96T23	4326
12033	Q96T37	2934
12034	Q96T49	1704
12035	Q96T51	2127
12036	Q96T55	930
12037	Q96T58	10995
12038	Q96T60	1566
12039	Q96T68	2160
12040	Q96T75	294
12041	Q96T76	3093
12042	Q96T88	2382
12043	Q96T91	390
12044	Q96TA1	2241
12045	Q96TA2	2322
12046	Q96TC7	1413
12047	Q99062	2511
12048	Q99075	627
12049	Q99081	2049
12050	Q99250	6018
12051	Q99259	1785
12052	Q99417	312
12053	Q99418	1203
12054	Q99424	2046
12055	Q99426	735
12056	Q99435	2451
12057	Q99436	834
12058	Q99437	618
12059	Q99439	930
12060	Q99442	1200
12061	Q99447	1170
12062	Q99457	1521
12063	Q99459	2409
12064	Q99460	2862
12065	Q99466	6012
12066	Q99467	1986
12067	Q99469	1209
12068	Q99470	636
12069	Q99471	465
12070	Q99489	1026
12071	Q99490	3579
12072	Q99496	1011
12073	Q99497	570
12074	Q99500	1137
12075	Q99501	2046
12076	Q99502	1779
12077	Q99504	1722
12078	Q99519	1248
12079	Q99523	2496
12080	Q99525	297
12081	Q99536	1182
12082	Q99538	1302
12083	Q99541	1314
12084	Q99543	1866
12085	Q99547	483
12086	Q99549	2583
12087	Q99550	3552
12088	Q99551	1200
12089	Q99558	2844
12090	Q99567	2226
12091	Q99569	3579
12092	Q99570	4077
12093	Q99571	1167
12094	Q99572	1788
12095	Q99574	1233
12096	Q99575	3075
12097	Q99576	405
12098	Q99578	654
12099	Q99583	1749
12100	Q99584	297
12101	Q99590	4392
12102	Q99592	1569
12103	Q99593	1557
12104	Q99594	1308
12105	Q99595	516
12106	Q99598	873
12107	Q99607	1992
12108	Q99608	966
12109	Q99611	1347
12110	Q99612	852
12111	Q99613	2742
12112	Q99614	879
12113	Q99615	1485
12114	Q99616	297
12115	Q99618	807
12116	Q99619	792
12117	Q99622	381
12118	Q99623	900
12119	Q99624	1515
12120	Q99626	942
12121	Q99627	630
12122	Q99633	1029
12123	Q99638	1176
12124	Q99640	1500
12125	Q99643	510
12126	Q99645	969
12127	Q99650	2940
12128	Q99653	588
12129	Q99661	2178
12130	Q99665	2589
12131	Q99666	5298
12132	Q99675	999
12133	Q99676	2256
12134	Q99677	1113
12135	Q99678	1077
12136	Q99679	1050
12137	Q99680	1302
12138	Q99683	4125
12139	Q99684	1269
12140	Q99685	912
12141	Q99689	1179
12142	Q99697	954
12143	Q99698	11406
12144	Q99700	3942
12145	Q99704	1446
12146	Q99706	1134
12147	Q99707	3798
12148	Q99708	2694
12149	Q99714	786
12150	Q99715	9192
12151	Q99717	1398
12152	Q99719	1110
12153	Q99720	672
12154	Q99726	1167
12155	Q99728	2334
12156	Q99729	999
12157	Q99731	297
12158	Q99732	486
12159	Q99733	1128
12160	Q99735	444
12161	Q99741	1683
12162	Q99743	2475
12163	Q99747	939
12164	Q99750	741
12165	Q99755	1689
12166	Q99757	501
12167	Q99758	5115
12168	Q99759	1881
12169	Q99766	648
12170	Q99767	2250
12171	Q99784	1458
12172	Q99795	960
12173	Q99797	2142
12174	Q99798	2343
12175	Q99801	705
12176	Q99805	1992
12177	Q99808	1371
12178	Q99814	2613
12179	Q99816	1173
12180	Q99819	678
12181	Q99828	576
12182	Q99829	1614
12183	Q99832	1632
12184	Q99835	2364
12185	Q99836	891
12186	Q99848	921
12187	Q99853	978
12188	Q99856	1782
12189	Q99871	1107
12190	Q99873	1116
12191	Q99877	381
12192	Q99878	387
12193	Q99879	381
12194	Q99880	381
12195	Q99895	807
12196	Q99909	567
12197	Q99929	582
12198	Q99932	1458
12199	Q99933	1038
12200	Q99941	2112
12201	Q99942	543
12202	Q99943	852
12203	Q99944	882
12204	Q99946	921
12205	Q99952	1383
12206	Q99954	405
12207	Q99956	1155
12208	Q99958	1506
12209	Q99959	2646
12210	Q99961	1107
12211	Q99962	1059
12212	Q99963	1044
12213	Q99966	582
12214	Q99967	813
12215	Q99972	1515
12216	Q99973	7884
12217	Q99986	1191
12218	Q99988	927
12219	Q99990	777
12220	Q99996	11724
12221	Q99999	1272
12222	Q9BPU6	1695
12223	Q9BPU9	528
12224	Q9BPW4	1056
12225	Q9BPW5	747
12226	Q9BPW8	855
12227	Q9BPX1	813
12228	Q9BPX3	3048
12229	Q9BPX5	462
12230	Q9BPX6	1431
12231	Q9BPX7	1266
12232	Q9BPY3	1056
12233	Q9BPY8	222
12234	Q9BPZ3	384
12235	Q9BPZ7	1569
12236	Q9BQ04	1080
12237	Q9BQ13	768
12238	Q9BQ15	636
12239	Q9BQ16	1311
12240	Q9BQ24	705
12241	Q9BQ31	1476
12242	Q9BQ39	2214
12243	Q9BQ48	279
12244	Q9BQ51	822
12245	Q9BQ52	2481
12246	Q9BQ61	531
12247	Q9BQ65	798
12248	Q9BQ66	606
12249	Q9BQ67	1341
12250	Q9BQ69	978
12251	Q9BQ70	2031
12252	Q9BQ75	840
12253	Q9BQ83	828
12254	Q9BQ87	1569
12255	Q9BQ89	888
12256	Q9BQ90	1149
12257	Q9BQ95	1296
12258	Q9BQA1	1029
12259	Q9BQA5	1554
12260	Q9BQA9	564
12261	Q9BQB4	642
12262	Q9BQB6	492
12263	Q9BQC3	1470
12264	Q9BQC6	309
12265	Q9BQD3	531
12266	Q9BQD7	708
12267	Q9BQE3	1350
12268	Q9BQE4	570
12269	Q9BQE5	1014
12270	Q9BQE6	870
12271	Q9BQE9	609
12272	Q9BQF6	3153
12273	Q9BQG0	3987
12274	Q9BQG2	1389
12275	Q9BQI0	453
12276	Q9BQI3	1893
12277	Q9BQI5	2487
12278	Q9BQI6	3177
12279	Q9BQI9	846
12280	Q9BQJ4	546
12281	Q9BQK8	2556
12282	Q9BQL6	2034
12283	Q9BQN1	2244
12284	Q9BQP7	1035
12285	Q9BQQ3	1323
12286	Q9BQS2	1266
12287	Q9BQS6	480
12288	Q9BQS8	4437
12289	Q9BQT8	900
12290	Q9BQT9	2871
12291	Q9BQW3	1809
12292	Q9BQY4	867
12293	Q9BQY6	396
12294	Q9BQY9	780
12295	Q9BR01	855
12296	Q9BR10	684
12297	Q9BR11	1458
12298	Q9BR61	849
12299	Q9BR76	1470
12300	Q9BR77	1467
12301	Q9BR84	1617
12302	Q9BRA0	378
12303	Q9BRA2	372
12304	Q9BRB3	2283
12305	Q9BRC7	2289
12306	Q9BRD0	1860
12307	Q9BRF8	945
12308	Q9BRG1	531
12309	Q9BRG2	1731
12310	Q9BRG6	324
12311	Q9BRH9	2016
12312	Q9BRI3	972
12313	Q9BRJ2	921
12314	Q9BRJ6	585
12315	Q9BRJ7	636
12316	Q9BRK0	759
12317	Q9BRK4	2010
12318	Q9BRK5	1089
12319	Q9BRL6	849
12320	Q9BRL7	912
12321	Q9BRP0	828
12322	Q9BRP1	1077
12323	Q9BRP4	1179
12324	Q9BRP7	1875
12325	Q9BRP8	615
12326	Q9BRQ0	1221
12327	Q9BRQ3	912
12328	Q9BRQ5	888
12329	Q9BRQ6	708
12330	Q9BRQ8	1122
12331	Q9BRR0	1617
12332	Q9BRR3	1212
12333	Q9BRR6	1494
12334	Q9BRR8	2796
12335	Q9BRR9	2253
12336	Q9BRS2	1707
12337	Q9BRT2	381
12338	Q9BRT3	348
12339	Q9BRT6	390
12340	Q9BRT7	285
12341	Q9BRT8	1188
12342	Q9BRT9	672
12343	Q9BRU2	303
12344	Q9BRU9	750
12345	Q9BRV3	666
12346	Q9BRV8	624
12347	Q9BRX2	1158
12348	Q9BRX5	651
12349	Q9BRX8	690
12350	Q9BRX9	948
12351	Q9BRZ2	2268
12352	Q9BS16	810
12353	Q9BS18	225
12354	Q9BS26	1221
12355	Q9BS31	1518
12356	Q9BS34	1170
12357	Q9BS40	669
12358	Q9BS86	1056
12359	Q9BSA0	408
12360	Q9BSA4	1605
12361	Q9BSB4	657
12362	Q9BSC4	2067
12363	Q9BSD3	717
12364	Q9BSD7	573
12365	Q9BSE2	1185
12366	Q9BSE4	1221
12367	Q9BSE5	1059
12368	Q9BSF0	288
12369	Q9BSF4	783
12370	Q9BSF8	1428
12371	Q9BSG0	567
12372	Q9BSG1	1278
12373	Q9BSH3	642
12374	Q9BSH4	894
12375	Q9BSH5	756
12376	Q9BSI4	1356
12377	Q9BSJ1	1359
12378	Q9BSJ2	2709
12379	Q9BSJ5	1830
12380	Q9BSJ6	747
12381	Q9BSJ8	3315
12382	Q9BSK2	966
12383	Q9BSK4	2010
12384	Q9BSL1	1218
12385	Q9BSM1	780
12386	Q9BSQ5	1335
12387	Q9BSR8	735
12388	Q9BST9	1692
12389	Q9BSU1	1269
12390	Q9BSU3	690
12391	Q9BSV6	933
12392	Q9BSW2	1188
12393	Q9BSW7	1425
12394	Q9BSY4	333
12395	Q9BSY9	585
12396	Q9BT04	1257
12397	Q9BT09	837
12398	Q9BT17	1005
12399	Q9BT22	1395
12400	Q9BT23	384
12401	Q9BT25	1233
12402	Q9BT30	666
12403	Q9BT40	1347
12404	Q9BT43	657
12405	Q9BT49	930
12406	Q9BT67	666
12407	Q9BT73	369
12408	Q9BT78	1221
12409	Q9BT81	1167
12410	Q9BT88	1296
12411	Q9BT92	1497
12412	Q9BTA9	1944
12413	Q9BTC0	6723
12414	Q9BTC8	1785
12415	Q9BTD3	960
12416	Q9BTD8	1443
12417	Q9BTE0	624
12418	Q9BTE1	549
12419	Q9BTE3	1929
12420	Q9BTE6	1239
12421	Q9BTE7	714
12422	Q9BTF0	1512
12423	Q9BTK6	765
12424	Q9BTL3	357
12425	Q9BTL4	672
12426	Q9BTM1	390
12427	Q9BTM9	306
12428	Q9BTP6	657
12429	Q9BTP7	648
12430	Q9BTT0	807
12431	Q9BTT4	408
12432	Q9BTT6	1575
12433	Q9BTU6	1440
12434	Q9BTV4	1203
12435	Q9BTV5	1491
12436	Q9BTV6	1359
12437	Q9BTV7	1437
12438	Q9BTW9	3579
12439	Q9BTX1	2025
12440	Q9BTX3	522
12441	Q9BTX7	1029
12442	Q9BTY2	1404
12443	Q9BTY7	1173
12444	Q9BTZ2	837
12445	Q9BU19	1560
12446	Q9BU20	777
12447	Q9BU23	2124
12448	Q9BU27	213
12449	Q9BU40	1371
12450	Q9BU61	555
12451	Q9BU64	903
12452	Q9BU70	1326
12453	Q9BU76	792
12454	Q9BU79	357
12455	Q9BUA3	1146
12456	Q9BUB5	1398
12457	Q9BUB7	783
12458	Q9BUD6	996
12459	Q9BUE0	627
12460	Q9BUE6	390
12461	Q9BUF5	1341
12462	Q9BUF7	363
12463	Q9BUG6	1491
12464	Q9BUH6	615
12465	Q9BUH8	1782
12466	Q9BUI4	1605
12467	Q9BUJ2	2571
12468	Q9BUK0	258
12469	Q9BUK6	1713
12470	Q9BUL5	1212
12471	Q9BUL8	639
12472	Q9BUL9	600
12473	Q9BUN1	1026
12474	Q9BUN5	603
12475	Q9BUN8	756
12476	Q9BUP0	720
12477	Q9BUP3	729
12478	Q9BUQ8	2463
12479	Q9BUR4	1647
12480	Q9BUR5	597
12481	Q9BUT1	738
12482	Q9BUT9	483
12483	Q9BUV0	873
12484	Q9BUV8	414
12485	Q9BUW7	252
12486	Q9BUX1	669
12487	Q9BUY5	1665
12488	Q9BUZ4	1413
12489	Q9BV10	1467
12490	Q9BV19	600
12491	Q9BV20	1110
12492	Q9BV23	1014
12493	Q9BV29	558
12494	Q9BV35	1407
12495	Q9BV36	1803
12496	Q9BV38	1299
12497	Q9BV40	303
12498	Q9BV44	1524
12499	Q9BV47	636
12500	Q9BV57	540
12501	Q9BV68	936
12502	Q9BV73	7329
12503	Q9BV79	1122
12504	Q9BV81	333
12505	Q9BV86	672
12506	Q9BV90	399
12507	Q9BV94	1737
12508	Q9BV97	576
12509	Q9BV99	780
12510	Q9BVA0	1968
12511	Q9BVA1	1338
12512	Q9BVA6	1377
12513	Q9BVC3	1182
12514	Q9BVC4	981
12515	Q9BVC6	732
12516	Q9BVE2	975
12517	Q9BVG3	1428
12518	Q9BVG4	702
12519	Q9BVG8	2502
12520	Q9BVG9	1464
12521	Q9BVI0	3039
12522	Q9BVI4	1551
12523	Q9BVJ6	2316
12524	Q9BVJ7	453
12525	Q9BVK2	1581
12526	Q9BVK6	708
12527	Q9BVK8	675
12528	Q9BVL2	1800
12529	Q9BVM2	612
12530	Q9BVM4	462
12531	Q9BVN2	2709
12532	Q9BVP2	1650
12533	Q9BVQ7	2262
12534	Q9BVS4	1659
12535	Q9BVS5	1434
12536	Q9BVT8	741
12537	Q9BVV2	957
12538	Q9BVV6	4602
12539	Q9BVV7	747
12540	Q9BVW5	906
12541	Q9BVW6	258
12542	Q9BVX2	753
12543	Q9BW04	1806
12544	Q9BW11	621
12545	Q9BW19	2022
12546	Q9BW27	1971
12547	Q9BW60	840
12548	Q9BW61	309
12549	Q9BW62	1473
12550	Q9BW66	639
12551	Q9BW71	1671
12552	Q9BW72	321
12553	Q9BW83	561
12554	Q9BW85	972
12555	Q9BW91	1053
12556	Q9BW92	2157
12557	Q9BWC9	843
12558	Q9BWD1	1194
12559	Q9BWD3	342
12560	Q9BWE0	1704
12561	Q9BWF2	1410
12562	Q9BWF3	1095
12563	Q9BWG4	1158
12564	Q9BWG6	693
12565	Q9BWH2	570
12566	Q9BWH6	4182
12567	Q9BWJ2	180
12568	Q9BWJ5	261
12569	Q9BWK5	474
12570	Q9BWM7	966
12571	Q9BWN1	1758
12572	Q9BWQ6	951
12573	Q9BWQ8	951
12574	Q9BWS9	1182
12575	Q9BWT1	1116
12576	Q9BWT3	2211
12577	Q9BWT6	618
12578	Q9BWT7	3099
12579	Q9BWU0	2391
12580	Q9BWU1	1509
12581	Q9BWV1	3345
12582	Q9BWV3	1545
12583	Q9BWW4	1167
12584	Q9BWW8	1032
12585	Q9BWW9	1302
12586	Q9BWX1	1146
12587	Q9BWX5	1194
12588	Q9BX10	1809
12589	Q9BX40	1158
12590	Q9BX46	711
12591	Q9BX59	1407
12592	Q9BX63	3750
12593	Q9BX66	3879
12594	Q9BX67	933
12595	Q9BX68	492
12596	Q9BX69	3114
12597	Q9BX70	1578
12598	Q9BX73	645
12599	Q9BX79	2004
12600	Q9BX84	6069
12601	Q9BX95	1326
12602	Q9BXA6	822
12603	Q9BXA7	1104
12604	Q9BXB1	2856
12605	Q9BXB4	2244
12606	Q9BXB5	2295
12607	Q9BXC9	2166
12608	Q9BXD5	963
12609	Q9BXF3	4455
12610	Q9BXF6	1962
12611	Q9BXF9	1473
12612	Q9BXG8	1293
12613	Q9BXH1	582
12614	Q9BXI3	1107
12615	Q9BXI6	1527
12616	Q9BXI9	837
12617	Q9BXJ1	846
12618	Q9BXJ3	990
12619	Q9BXJ4	741
12620	Q9BXJ5	858
12621	Q9BXJ7	1362
12622	Q9BXJ8	1032
12623	Q9BXJ9	2601
12624	Q9BXK1	759
12625	Q9BXK5	1458
12626	Q9BXL5	1455
12627	Q9BXL6	3015
12628	Q9BXL7	3465
12629	Q9BXL8	726
12630	Q9BXM0	4386
12631	Q9BXM7	1746
12632	Q9BXN2	744
12633	Q9BXN6	294
12634	Q9BXP2	2745
12635	Q9BXP5	2631
12636	Q9BXP8	5376
12637	Q9BXR0	1212
12638	Q9BXR5	2436
12639	Q9BXR6	1710
12640	Q9BXS1	684
12641	Q9BXS4	972
12642	Q9BXS5	1272
12643	Q9BXS6	1326
12644	Q9BXS9	2280
12645	Q9BXT4	3543
12646	Q9BXT5	8370
12647	Q9BXT8	4872
12648	Q9BXU0	372
12649	Q9BXU1	3060
12650	Q9BXU2	939
12651	Q9BXU3	1230
12652	Q9BXU7	2742
12653	Q9BXU8	552
12654	Q9BXU9	660
12655	Q9BXV9	303
12656	Q9BXW4	444
12657	Q9BXW6	2853
12658	Q9BXW7	1272
12659	Q9BXW9	4356
12660	Q9BXY0	903
12661	Q9BXY4	819
12662	Q9BXY8	387
12663	Q9BY07	3414
12664	Q9BY08	621
12665	Q9BY11	1335
12666	Q9BY12	4203
12667	Q9BY14	750
12668	Q9BY21	1077
12669	Q9BY27	663
12670	Q9BY31	2715
12671	Q9BY32	585
12672	Q9BY41	1134
12673	Q9BY42	921
12674	Q9BY43	669
12675	Q9BY44	1758
12676	Q9BY50	579
12677	Q9BY66	4620
12678	Q9BY67	1329
12679	Q9BY71	774
12680	Q9BY76	1221
12681	Q9BY77	1266
12682	Q9BY78	1302
12683	Q9BY84	1998
12684	Q9BY89	5421
12685	Q9BYB0	5196
12686	Q9BYB4	984
12687	Q9BYC5	1728
12688	Q9BYC8	567
12689	Q9BYC9	450
12690	Q9BYD1	537
12691	Q9BYD2	804
12692	Q9BYD3	936
12693	Q9BYD5	339
12694	Q9BYD6	978
12695	Q9BYE0	678
12696	Q9BYE3	279
12697	Q9BYE7	1053
12698	Q9BYE9	3933
12699	Q9BYF1	2418
12700	Q9BYG0	1137
12701	Q9BYG3	882
12702	Q9BYG4	1131
12703	Q9BYG5	1119
12704	Q9BYH1	3075
12705	Q9BYH8	2157
12706	Q9BYI3	1566
12707	Q9BYJ0	672
12708	Q9BYJ1	2136
12709	Q9BYJ4	1467
12710	Q9BYJ9	1680
12711	Q9BYK8	7950
12712	Q9BYM8	1533
12713	Q9BYN0	414
12714	Q9BYN7	2565
12715	Q9BYN8	618
12716	Q9BYP7	5403
12717	Q9BYP8	318
12718	Q9BYQ0	480
12719	Q9BYQ2	465
12720	Q9BYQ3	480
12721	Q9BYQ4	525
12722	Q9BYQ6	588
12723	Q9BYR0	633
12724	Q9BYR2	546
12725	Q9BYR3	501
12726	Q9BYR5	411
12727	Q9BYR6	297
12728	Q9BYR7	297
12729	Q9BYR8	297
12730	Q9BYR9	387
12731	Q9BYS1	525
12732	Q9BYS8	1116
12733	Q9BYT1	1311
12734	Q9BYT3	1545
12735	Q9BYT8	2115
12736	Q9BYT9	2946
12737	Q9BYU1	1125
12738	Q9BYV1	1545
12739	Q9BYV2	1077
12740	Q9BYV6	1647
12741	Q9BYV8	1122
12742	Q9BYV9	2526
12743	Q9BYW2	7695
12744	Q9BYX2	2787
12745	Q9BYX4	3078
12746	Q9BYX7	1128
12747	Q9BYZ2	1146
12748	Q9BYZ6	2184
12749	Q9BZ11	2442
12750	Q9BZ23	1713
12751	Q9BZ29	6210
12752	Q9BZ67	1395
12753	Q9BZ71	2925
12754	Q9BZ72	4050
12755	Q9BZ95	4314
12756	Q9BZA7	4044
12757	Q9BZB8	1701
12758	Q9BZC1	1461
12759	Q9BZC7	7308
12760	Q9BZD2	1428
12761	Q9BZD4	1395
12762	Q9BZD6	681
12763	Q9BZE0	1575
12764	Q9BZE1	1272
12765	Q9BZE3	984
12766	Q9BZE4	1905
12767	Q9BZE7	654
12768	Q9BZE9	1662
12769	Q9BZF1	2670
12770	Q9BZF3	2805
12771	Q9BZF9	4251
12772	Q9BZG1	780
12773	Q9BZG8	1332
12774	Q9BZH6	3675
12775	Q9BZI1	1416
12776	Q9BZI7	1452
12777	Q9BZJ0	2547
12778	Q9BZJ6	1260
12779	Q9BZJ8	1356
12780	Q9BZK3	642
12781	Q9BZK7	1545
12782	Q9BZL1	222
12783	Q9BZL3	183
12784	Q9BZL4	2349
12785	Q9BZL6	2637
12786	Q9BZM1	570
12787	Q9BZM2	507
12788	Q9BZM3	915
12789	Q9BZM4	735
12790	Q9BZM5	741
12791	Q9BZM6	735
12792	Q9BZP6	1431
12793	Q9BZQ2	1962
12794	Q9BZQ4	924
12795	Q9BZQ6	2799
12796	Q9BZQ8	2787
12797	Q9BZR6	1422
12798	Q9BZR8	984
12799	Q9BZR9	1656
12800	Q9BZS1	1296
12801	Q9BZV1	1326
12802	Q9BZV2	1491
12803	Q9BZW4	1134
12804	Q9BZW7	2097
12805	Q9BZW8	1113
12806	Q9BZX2	786
12807	Q9BZX4	639
12808	Q9BZY9	1278
12809	Q9BZZ5	1575
12810	Q9C000	4422
12811	Q9C002	252
12812	Q9C004	900
12813	Q9C005	300
12814	Q9C009	1212
12815	Q9C010	237
12816	Q9C019	1398
12817	Q9C026	2133
12818	Q9C029	1536
12819	Q9C035	1482
